"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Adam Eaton","Diamondbacks (AAA)","23","562","9.4 %","12.1 %","0.78",".381",".456",".539",".995",".158","7.5",".432","2.9","121","47.1",".440","163","11205"
"Alex Castellanos","Dodgers (AAA)","25","407","11.3 %","20.9 %","0.54",".328",".420",".590","1.010",".262","7.2",".390","-0.5","86","31.7",".433","159","7223"
"Scott Van Slyke","Dodgers (AAA)","25","411","11.2 %","15.6 %","0.72",".327",".404",".578",".982",".251","3.8",".354","-0.4","82","28.1",".422","152","4365"
"Mauro Gomez","Red Sox (AAA)","27","426","8.2 %","20.7 %","0.40",".310",".371",".589",".960",".279","2.8",".348","0.1","80","31.3",".420","164","5342"
"Jedd Gyorko","Padres (AAA)","23","408","8.3 %","16.7 %","0.50",".328",".380",".588",".968",".260","2.7",".344","-0.6","79","24.8",".413","146","10816"
"Ryan Wheeler","Diamondbacks (AAA)","23","399","6.5 %","16.8 %","0.39",".351",".388",".572",".960",".221","4.6",".388","0.1","76","22.8",".409","143","9312"
"Jake Elmore","Diamondbacks (AAA)","25","511","14.5 %","10.6 %","1.37",".344",".442",".465",".908",".122","8.0",".386","2.6","97","28.9",".408","143","7290"
"Andrew Brown","Rockies (AAA)","27","438","8.4 %","22.8 %","0.37",".308",".364",".597",".961",".290","5.4",".350","0.1","81","22.8",".403","139","3837"
"Brendan Harris","Rockies (AAA)","31","424","12.3 %","10.4 %","1.18",".317",".407",".507",".914",".190","4.5",".334","-1.0","77","21.3",".401","138","2178"
"Wil Myers","Royals (AAA)","21","439","10.3 %","22.3 %","0.46",".304",".378",".554",".932",".250","4.2",".349","-0.6","80","21.7",".400","137","10047"
"Mike Cervenak","Marlins (AAA)","35","422","10.2 %","11.6 %","0.88",".340",".408",".504",".912",".164","1.8",".360","-0.8","76","20.4",".399","137","3133"
"Luis Jimenez","Mariners (AAA)","30","536","11.9 %","18.1 %","0.66",".310",".394",".514",".907",".204","3.1",".356","0.5","96","25.4",".397","136","2602"
"Brad Snyder","Astros (AAA)","30","408","9.8 %","26.5 %","0.37",".304",".375",".550",".925",".246","5.8",".380","-1.5","73","18.8",".396","135","6052"
"Corey Brown","Nationals (AAA)","26","554","10.6 %","25.1 %","0.42",".285",".365",".523",".888",".238","6.8",".349","0.6","91","27.8",".390","144","2650"
"Johnny Giavotella","Royals (AAA)","24","418","11.0 %","9.6 %","1.15",".323",".404",".472",".877",".149","5.1",".339","0.9","72","16.7",".389","130","6740"
"Dan Johnson","White Sox (AAA)","32","589","16.0 %","16.0 %","1.00",".267",".388",".492",".880",".225","2.2",".272","0.0","96","29.0",".389","143","2167"
"Jerry Sands","Dodgers (AAA)","24","522","11.3 %","20.3 %","0.56",".296",".375",".524",".900",".228","3.9",".329","0.1","90","20.7",".388","130","4016"
"Cole Gillespie","Diamondbacks (AAA)","28","510","11.6 %","15.7 %","0.74",".308",".390",".494",".885",".186","5.4",".347","-1.6","87","20.0",".388","130","5888"
"Fred Lewis","Mets (AAA)","31","477","11.9 %","23.7 %","0.50",".294",".379",".482",".862",".189","7.7",".375","1.6","77","22.4",".386","141","4693"
"Matt McBride","Rockies (AAA)","27","469","4.1 %","10.0 %","0.40",".344",".365",".535",".900",".191","3.9",".360","-0.5","80","17.5",".386","128","9373"
"Josh Fields","Dodgers (AAA)","29","561","10.5 %","20.7 %","0.51",".322",".392",".488",".880",".165","5.7",".394","-0.1","95","20.3",".385","127","7490"
"Jack Cust","- - -","33","493","19.7 %","30.0 %","0.66",".243",".400",".442",".841",".199","4.1",".333","0.8","79","21.4",".384","138","1564"
"Joey Butler","Rangers (AAA)","26","584","13.5 %","21.9 %","0.62",".290",".392",".473",".865",".183","3.6",".351","-0.7","97","20.1",".382","126","7799"
"Michael Taylor","Athletics (AAA)","26","543","15.8 %","19.3 %","0.82",".287",".405",".441",".846",".154","5.0",".349","2.2","90","18.2",".382","125","2591"
"Kole Calhoun","Angels (AAA)","24","463","9.5 %","19.0 %","0.50",".298",".369",".507",".877",".210","7.3",".346","1.0","77","15.5",".381","125","11200"
"Brock Bond","Giants (AAA)","26","395","12.2 %","10.4 %","1.17",".332",".422",".398",".820",".065","3.9",".374","-0.4","65","12.4",".379","124","sa390639"
"Anthony Seratelli","Royals (AAA)","29","439","10.0 %","21.0 %","0.48",".299",".374",".492",".866",".193","5.9",".351","1.1","71","13.4",".378","123","sa378376"
"Josh Satin","Mets (AAA)","27","527","14.6 %","20.7 %","0.71",".286",".391",".442",".833",".156","2.7",".346","-1.2","81","21.4",".378","136","6788"
"Matt Clark","Padres (AAA)","25","511","11.2 %","22.1 %","0.50",".290",".367",".506",".872",".216","2.5",".338","0.0","83","15.3",".377","123","8793"
"Ernesto Mejia","Braves (AAA)","26","559","6.1 %","23.6 %","0.26",".296",".347",".502",".849",".206","4.1",".355","0.2","86","22.3",".377","135","sa295188"
"Clint Robinson","Royals (AAA)","27","570","13.9 %","11.4 %","1.22",".292",".393",".452",".845",".160","2.4",".315","0.1","92","16.8",".377","122","6908"
"Luis Antonio Rodriguez","Mariners (AAA)","32","422","11.8 %","9.7 %","1.22",".296",".389",".452",".841",".155","3.1",".306","-0.4","68","12.1",".376","122","2364"
"Josh Vitters","Cubs (AAA)","22","452","6.6 %","17.0 %","0.39",".304",".356",".513",".869",".210","4.0",".337","-0.2","72","12.4",".374","121","4623"
"Brad Nelson","Rangers (AAA)","29","579","12.1 %","21.2 %","0.57",".279",".364",".488",".852",".209","2.9",".321","-0.1","91","14.8",".372","119","3821"
"Max Ramirez","Royals (AAA)","27","445","10.6 %","18.4 %","0.57",".300",".374",".473",".847",".173","1.3",".336","0.0","70","11.3",".372","119","5039"
"Starling Marte","Pirates (AAA)","23","431","6.5 %","21.1 %","0.31",".286",".347",".500",".847",".214","7.6",".344","-0.7","65","15.4",".372","131","9241"
"Irving Falu","Royals (AAA)","29","406","6.9 %","10.1 %","0.68",".329",".375",".463",".838",".134","6.7",".354","1.4","63","9.6",".370","118","6165"
"Cord Phelps","Indians (AAA)","25","582","12.2 %","16.2 %","0.76",".276",".368",".451",".820",".175","4.5",".311","0.0","86","19.7",".369","130","8631"
"Tim Federowicz","Dodgers (AAA)","24","475","10.9 %","19.2 %","0.57",".294",".371",".461",".832",".167","2.5",".347","-0.5","73","10.0",".367","116","8609"
"Josh Bell","- - -","25","410","9.8 %","19.0 %","0.51",".292",".361",".486",".847",".194","3.7",".333","-1.7","63","9.3",".367","116","2510"
"Sean Halton","Brewers (AAA)","25","412","10.4 %","19.7 %","0.53",".274",".354",".497",".852",".223","2.9",".305","-1.0","63","8.6",".367","116","9853"
"Matt LaPorta","Indians (AAA)","27","434","10.1 %","18.7 %","0.54",".264",".350",".472",".822",".208","2.3",".285","-1.3","63","13.8",".366","128","2280"
"Adron Chambers","Cardinals (AAA)","25","419","12.2 %","19.1 %","0.64",".319",".405",".403",".809",".084","5.3",".398","0.7","64","8.6",".366","116","7995"
"Moises Sierra","Blue Jays (AAA)","23","422","9.2 %","20.4 %","0.45",".289",".360",".472",".832",".183","3.8",".333","-1.4","64","8.1",".365","115","6050"
"Jeff Clement","Pirates (AAA)","28","459","8.9 %","22.0 %","0.41",".276",".340",".486",".825",".209","3.2",".329","0.1","66","13.9",".365","127","4652"
"Trent Oeltjen","Dodgers (AAA)","29","456","7.7 %","23.2 %","0.33",".294",".356",".485",".841",".192","7.0",".363","-1.4","69","8.3",".364","114","3310"
"Tony Abreu","Royals (AAA)","27","453","3.1 %","15.2 %","0.20",".322",".347",".492",".839",".170","5.7",".365","0.4","68","8.2",".364","114","5053"
"Todd Linden","Giants (AAA)","32","487","10.9 %","20.3 %","0.54",".280",".368",".449",".817",".169","4.7",".341","-0.8","73","8.5",".363","113","1803"
"Ryan Langerhans","Angels (AAA)","32","401","15.7 %","28.2 %","0.56",".250",".369",".446",".816",".196","5.7",".343","-1.6","60","6.7",".362","113","98"
"Russ Canzler","Indians (AAA)","26","539","8.5 %","23.7 %","0.36",".265",".328",".487",".815",".222","3.3",".314","-1.3","76","14.9",".361","124","8265"
"Angel Sanchez","Astros (AAA)","28","398","10.1 %","6.3 %","1.60",".320",".390",".407",".797",".087","3.8",".330","0.0","59","6.3",".361","112","3492"
"Jimmy Paredes","Astros (AAA)","23","536","4.1 %","18.8 %","0.22",".318",".348",".477",".826",".160","8.1",".375","2.7","79","8.2",".360","112","5481"
"Matt Carson","Twins (AAA)","30","469","7.9 %","22.6 %","0.35",".282",".347",".457",".804",".175","4.8",".345","-0.3","66","12.6",".360","124","4748"
"Leslie Anderson","Rays (AAA)","30","482","5.4 %","11.6 %","0.46",".309",".355",".450",".805",".142","2.0",".325","-1.4","67","12.5",".359","123","sa541190"
"Vinny Rottino","- - -","32","420","8.1 %","12.6 %","0.64",".297",".355",".455",".809",".158","5.5",".319","0.3","58","10.4",".357","122","5202"
"Luis Jimenez","Angels (AAA)","24","517","3.7 %","13.5 %","0.27",".309",".334",".495",".829",".186","5.6",".331","0.1","75","6.4",".357","109","6341"
"Eugenio Velez","Cardinals (AAA)","30","516","9.9 %","19.2 %","0.52",".280",".358",".449",".807",".168","7.3",".336","3.2","74","5.9",".356","109","3893"
"Matt Angle","Dodgers (AAA)","26","447","9.2 %","18.3 %","0.50",".303",".376",".412",".788",".109","6.5",".370","1.2","64","4.6",".355","108","8136"
"Gil Velazquez","Marlins (AAA)","32","461","10.6 %","10.8 %","0.98",".312",".391",".384",".775",".073","2.9",".347","-2.6","66","4.6",".354","108","2070"
"Brett Jackson","Cubs (AAA)","23","467","10.1 %","33.8 %","0.30",".256",".338",".479",".817",".224","8.1",".372","3.1","66","4.4",".354","107","9632"
"Anthony Gose","Blue Jays (AAA)","21","482","10.2 %","21.0 %","0.49",".286",".366",".419",".785",".133","8.6",".365","1.2","68","4.1",".352","106","5097"
"Stefan Gartrell","Braves (AAA)","28","472","10.6 %","26.1 %","0.41",".251",".335",".452",".787",".201","5.1",".308","1.9","64","9.8",".352","118","sa326944"
"Adeiny Hechavarria","Blue Jays (AAA)","23","490","7.8 %","17.6 %","0.44",".312",".363",".424",".788",".113","6.3",".371","0.6","69","3.7",".351","106","10459"
"Carlos Rivero","Nationals (AAA)","24","498","6.6 %","17.5 %","0.38",".303",".347",".435",".783",".132","3.3",".352","-1.0","67","9.8",".351","117","1136"
"A.J. Pollock","Diamondbacks (AAA)","24","471","6.8 %","11.0 %","0.62",".318",".369",".411",".780",".093","6.0",".353","0.5","66","3.4",".351","105","9256"
"Brandon Boggs","Pirates (AAA)","29","481","12.9 %","24.9 %","0.52",".259",".359",".408",".767",".149","4.9",".342","-2.2","64","9.4",".351","117","8021"
"Matt Long","Angels (AAA)","25","393","8.7 %","16.0 %","0.54",".282",".344",".461",".805",".179","7.1",".316","0.2","55","2.8",".351","105","sa454873"
"Danny Dorn","- - -","27","456","11.0 %","23.7 %","0.46",".252",".344",".433",".777",".181","3.9",".308","0.1","61","8.6",".350","117","1050"
"Stephen Vogt","Rays (AAA)","27","396","10.6 %","15.4 %","0.69",".272",".350",".424",".774",".152","4.0",".306","0.1","52","7.3",".349","116","5000"
"Grant Green","Athletics (AAA)","24","562","5.9 %","13.3 %","0.44",".296",".338",".458",".796",".162","5.4",".320","-1.6","77","2.7",".348","104","10053"
"Valentino Pascucci","Mets (AAA)","33","474","18.4 %","31.2 %","0.59",".217",".359",".394",".754",".178","1.3",".299","-0.6","62","7.6",".346","114","1915"
"Jose Constanza","Braves (AAA)","28","392","9.2 %","11.0 %","0.84",".314",".380",".375",".755",".061","6.1",".354","0.2","51","6.2",".346","114","6003"
"Daniel Robertson","Padres (AAA)","26","553","8.7 %","10.5 %","0.83",".302",".371",".388",".758",".086","5.4",".339","-0.2","75","1.6",".346","102","6266"
"Julio Borbon","Rangers (AAA)","26","585","6.3 %","11.8 %","0.54",".304",".349",".433",".783",".129","6.4",".331","0.2","79","1.7",".346","102","3209"
"Ezequiel Carrera","Indians (AAA)","25","438","6.6 %","13.7 %","0.48",".294",".345",".419",".764",".124","7.6",".332","2.2","57","6.6",".345","113","9048"
"Ryan Spilborghs","- - -","32","521","9.2 %","19.8 %","0.47",".288",".358",".415",".774",".127","4.5",".347","0.4","70","2.4",".345","103","4521"
"Tim Wheeler","Rockies (AAA)","24","415","7.0 %","16.6 %","0.42",".303",".357",".412",".768",".108","5.4",".366","-1.9","56","0.8",".345","101","sa500746"
"Conor Gillaspie","Giants (AAA)","24","465","8.8 %","11.6 %","0.76",".281",".345",".441",".786",".160","2.8",".291","0.0","62","0.7",".344","101","9009"
"Mike Hessman","Astros (AAA)","34","492","8.1 %","27.6 %","0.29",".231",".301",".512",".813",".281","2.0",".244","-0.5","66","0.6",".344","101","1808"
"Hector Gimenez","White Sox (AAA)","29","418","8.9 %","21.3 %","0.42",".259",".324",".440",".764",".181","3.5",".303","-0.1","53","5.6",".343","112","2172"
"Taylor Harbin","Diamondbacks (AAA)","26","513","4.1 %","10.1 %","0.40",".308",".341",".441",".783",".134","6.5",".333","3.1","68","0.2",".343","100","sa388380"
"Wilkin Ramirez","Twins (AAA)","26","396","4.5 %","24.5 %","0.19",".276",".316",".451",".767",".176","3.2",".333","-1.5","50","5.2",".343","112","5219"
"Luke Montz","Marlins (AAA)","28","420","10.7 %","24.0 %","0.45",".222",".310",".495",".804",".273","1.8",".219","-1.2","55","-0.3",".342","99","6601"
"Jamie Hoffmann","Orioles (AAA)","27","427","12.6 %","17.3 %","0.73",".254",".347",".407",".754",".153","4.7",".286","0.9","54","5.2",".341","111","6461"
"Felix Perez","Reds (AAA)","27","428","5.4 %","14.7 %","0.37",".301",".348",".401",".749",".099","3.2",".350","-1.2","54","5.2",".341","111","sa547904"
"Lars Anderson","- - -","24","470","13.8 %","22.8 %","0.61",".250",".353",".396",".750",".146","3.1",".314","0.0","59","5.5",".341","110","9018"
"Logan Schafer","Brewers (AAA)","25","513","5.7 %","14.0 %","0.40",".278",".332",".438",".770",".159","7.3",".307","-0.1","66","-1.6",".339","98","7937"
"Nick Noonan","Giants (AAA)","23","541","7.4 %","15.5 %","0.48",".296",".347",".416",".763",".120","4.3",".338","0.0","70","-1.9",".339","97","6880"
"Justin Henry","Tigers (AAA)","27","543","9.9 %","12.0 %","0.83",".300",".372",".357",".729",".057","5.8",".342","-0.6","67","4.6",".337","107","sa390269"
"Hernan Iribarren","Rockies (AAA)","28","436","9.6 %","13.5 %","0.71",".302",".368",".378",".746",".076","6.7",".350","2.6","55","-2.3",".336","96","4177"
"Brett Carroll","Nationals (AAA)","29","417","10.6 %","23.3 %","0.45",".250",".333",".407",".739",".157","4.6",".310","-0.7","50","3.0",".335","106","8066"
"Chad Tracy","Rockies (AAA)","26","498","6.8 %","22.5 %","0.30",".269",".324",".432",".756",".163","2.3",".329","-1.7","62","-4.2",".333","94","sa326677"
"Yangervis Solarte","Rangers (AAA)","24","568","7.2 %","7.7 %","0.93",".288",".340",".405",".745",".118","2.7",".294","0.1","70","-5.2",".332","93","5352"
"Jermaine Mitchell","Athletics (AAA)","27","474","11.4 %","21.9 %","0.52",".252",".345",".386",".731",".134","7.4",".322","-0.3","58","-4.7",".331","92","sa326749"
"Cedric Hunter","Cardinals (AAA)","24","412","10.7 %","10.4 %","1.02",".268",".355",".375",".729",".107","4.0",".289","-0.5","50","-4.1",".331","92","2833"
"Nate Spears","Red Sox (AAA)","27","395","10.9 %","21.8 %","0.50",".240",".329",".396",".725",".156","4.7",".292","-0.3","47","1.6",".331","104","6026"
"Kevin Frandsen","Phillies (AAA)","30","418","3.3 %","7.4 %","0.45",".302",".337",".396",".733",".095","2.0",".323","-1.3","49","1.5",".330","103","7528"
"Sawyer Carroll","Padres (AAA)","26","416","10.1 %","16.6 %","0.61",".263",".337",".401",".737",".137","5.7",".303","-0.8","51","-4.5",".330","92","sa390596"
"Jonathan Diaz","Blue Jays (AAA)","27","400","15.5 %","14.0 %","1.11",".240",".374",".317",".691",".077","5.6",".280","0.5","49","-4.4",".330","92","4142"
"Kevin Russo","Yankees (AAA)","27","456","9.9 %","15.8 %","0.63",".284",".358",".351",".709",".067","5.7",".341","0.8","53","0.9",".328","102","3630"
"Efren Navarro","Angels (AAA)","26","577","6.2 %","12.1 %","0.51",".294",".336",".403",".740",".110","3.2",".321","-0.4","69","-7.3",".328","90","9854"
"Gregorio Petit","Indians (AAA)","27","422","6.9 %","17.8 %","0.39",".260",".320",".403",".723",".143","2.2",".297","-0.7","49","0.5",".327","101","3812"
"Matt Kata","Rangers (AAA)","34","451","4.4 %","13.3 %","0.33",".274",".328",".403",".731",".129","4.9",".301","0.3","53","-6.5",".326","89","1741"
"Ryan Jackson","Cardinals (AAA)","24","503","8.5 %","14.9 %","0.57",".272",".334",".396",".730",".124","3.2",".306","0.4","59","-7.5",".325","89","6596"
"Caleb Gindl","Brewers (AAA)","23","498","7.4 %","19.7 %","0.38",".261",".317",".423",".740",".162","4.7",".306","0.3","58","-7.7",".325","88","5002"
"Chase d'Arnaud","Pirates (AAA)","25","427","8.7 %","21.8 %","0.40",".252",".325",".383",".709",".131","8.3",".318","4.7","48","-0.5",".324","99","6652"
"Matt Young","- - -","29","415","17.1 %","19.3 %","0.89",".241",".376",".304",".680",".063","6.9",".311","1.8","47","-1.0",".324","97","8989"
"Brandon Laird","Yankees (AAA)","24","550","6.2 %","18.7 %","0.33",".254",".307",".414",".721",".159","2.6",".289","0.1","62","-1.1",".323","98","5476"
"Greg Golson","White Sox (AAA)","26","480","3.5 %","23.8 %","0.15",".276",".309",".412",".721",".136","8.2",".356","3.1","54","-1.0",".323","98","8074"
"Cody Overbeck","Phillies (AAA)","26","501","7.8 %","22.6 %","0.35",".249",".307",".408",".716",".159","2.5",".299","-0.1","56","-1.5",".322","97","sa454914"
"Neftali Soto","Reds (AAA)","23","512","8.0 %","22.7 %","0.35",".245",".313",".400",".713",".155","2.3",".298","-0.1","57","-1.7",".321","97","5663"
"Ed Lucas","Angels (AAA)","30","453","6.2 %","18.1 %","0.34",".262",".316",".408",".724",".146","4.4",".299","-0.9","51","-8.5",".321","86","7532"
"David Lough","Royals (AAA)","26","544","4.6 %","11.9 %","0.38",".275",".317",".420",".737",".145","8.1",".296","3.3","61","-10.8",".320","85","7215"
"Alfredo Amezaga","Cubs (AAA)","34","439","8.4 %","13.7 %","0.62",".274",".336",".372",".707",".098","5.8",".308","1.0","49","-8.7",".320","85","1"
"Matt Tuiasosopo","Mets (AAA)","26","481","10.6 %","24.3 %","0.44",".242",".329",".361",".690",".120","1.9",".305","-1.2","52","-2.6",".319","95","8272"
"Luis Durango","Braves (AAA)","26","565","8.8 %","15.9 %","0.56",".289",".352",".335",".687",".046","6.7",".350","2.6","61","-3.3",".318","95","6533"
"Tommy Field","Rockies (AAA)","25","494","8.3 %","15.4 %","0.54",".246",".315",".400",".715",".154","6.3",".279","0.8","55","-10.6",".318","84","6262"
"Xavier Avery","Orioles (AAA)","22","458","11.1 %","23.1 %","0.48",".236",".330",".356",".686",".121","7.0",".301","1.4","49","-2.8",".318","95","8471"
"Eric Farris","Brewers (AAA)","26","528","5.1 %","10.6 %","0.48",".286",".329",".377",".706",".091","5.7",".309","0.9","58","-11.5",".317","84","2066"
"Joe Mahoney","Orioles (AAA)","25","536","6.5 %","17.7 %","0.37",".265",".319",".389",".708",".124","3.2",".308","-0.2","58","-3.6",".317","94","8179"
"Brandon Wood","Rockies (AAA)","27","438","6.4 %","22.1 %","0.29",".259",".313",".409",".722",".150","3.7",".315","0.4","48","-10.0",".316","83","6592"
"Mark Teahen","Nationals (AAA)","30","500","9.0 %","20.4 %","0.44",".260",".328",".360",".688",".100","5.4",".328","0.4","53","-4.4",".314","92","4511"
"Denis Phipps","Reds (AAA)","26","398","8.3 %","25.9 %","0.32",".221",".293",".401",".693",".179","3.3",".266","-0.1","42","-3.7",".314","92","6968"
"Charlie Culberson","- - -","23","508","4.1 %","18.5 %","0.22",".263",".298",".420",".719",".158","7.3",".302","0.9","54","-12.7",".314","81","3298"
"Reid Brignac","Rays (AAA)","26","400","11.3 %","19.8 %","0.57",".231",".323",".353",".676",".121","3.6",".276","-0.7","42","-3.8",".313","92","8380"
"Matt Hague","Pirates (AAA)","26","399","6.5 %","12.5 %","0.52",".283",".332",".351",".683",".068","2.8",".316","0.1","42","-3.9",".313","91","7772"
"Anthony Contreras","Padres (AAA)","28","423","2.8 %","14.4 %","0.20",".280",".300",".415",".715",".135","5.1",".315","0.2","45","-10.8",".313","81","sa291727"
"Kevin Mattison","Marlins (AAA)","26","539","8.2 %","26.9 %","0.30",".241",".310",".394",".704",".154","7.5",".315","-0.4","57","-14.2",".312","80","6635"
"Tyler Kuhn","- - -","25","525","4.4 %","14.7 %","0.30",".272",".306",".391",".697",".119","5.6",".310","-0.8","54","-6.9",".312","89","sa455308"
"Carlos Triunfel","Mariners (AAA)","22","543","4.2 %","16.4 %","0.26",".260",".308",".391",".699",".131","4.2",".297","-0.4","57","-14.9",".311","79","193"
"Francisco Cervelli","Yankees (AAA)","26","417","9.4 %","19.7 %","0.48",".246",".341",".316",".657",".071","5.0",".308","1.1","42","-5.4",".309","89","5275"
"Derrick Robinson","Royals (AAA)","24","488","10.2 %","17.2 %","0.60",".268",".344",".325",".668",".057","6.4",".325","0.4","50","-14.3",".309","78","2784"
"Dave Sappelt","Cubs (AAA)","25","550","6.5 %","13.3 %","0.49",".266",".314",".376",".690",".110","4.9",".296","0.2","56","-16.6",".308","77","6898"
